web-scraper-order,web-scraper-start-url,product-link,product-link-href,name,description,price,Main Image URL,Product Gallery Images,Product Gallery Images-src
VR Ready: Yes","$2,899.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-01.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-472-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-472-08.jpg""}]",""

"1720633889-8","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","Yeyian Gaming PC PHOENIX- IRON MESH Intel i9 14900KF Nvidia RTX 4080 SUPER- AI accelerated DDR5 32GB 6000MHz 2TB SSD 360mmAIO - YPI-PM49KFC-48S1N","https://www.newegg.ca/yeyian-ypi-pm49kfc-48s1n-phoenix-mesh/p/N82E16883630054","Yeyian Gaming PC PHOENIX- IRON MESH Intel i9 14900KF Nvidia RTX 4080 SUPER- AI accelerated DDR5 32GB 6000MHz 2TB SSD 360mmAIO - YPI-PM49KFC-48S1N","System with INTEL Core i9 14900KF CPU Processor.
NVIDIA Geforce RTX 4080 SUPER GDDR6 Graphics Card- AI Accelerated 
Intel Z790 D5 Wi-Fi  Chipset Motherboard.
2TB NVMe SSD Gen 4.
32GB DDR5 6000MHz RGB Gaming memory.
360mm AIO Liquid cooling
Total with 7 x ARGB PWN Cooling system.
Solid Iron Mesh on side panel for the best air flow.
850W Gold Plus PSU.
WiFi : YES
VR Ready : YES
Window 11 Home instaled.
Fully covers 3Years Labor, 2Years Parts warranty.
All Yeyian Gaming PC assembled in USA.","$3,299.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-11.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-054-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-054-08.jpg""}]",""

"1720633894-9","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","ABS Orkan Aqua Gaming PC - Windows 11 - Intel i7 13700F - GeForce RTX 4060 Ti 8GB - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - OA13700F4060TI","https://www.newegg.ca/p/N82E16883360518","ABS Orkan Aqua Gaming PC - Windows 11 - Intel i7 13700F - GeForce RTX 4060 Ti 8GB - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - OA13700F4060TI","Operating System: Windows 11 Home
CPU: Intel Core i7 13700F 8 P-Core, 8 E-Core, 24-Thread Processor
GPU: MSI GeForce RTX 4060 Ti 8G Ventus with support for DLSS 3.5 - AI-Powered Performance 
Motherboard: MSI B760M DDR5
RAM: TeamGroup Delta RGB 32GB DDR5 6000 MHz (2x16GB)
SSD: Kingston 1TB M.2 NVMe SSD
CPU Cooler: ABS RGB Air Cooler
PSU: ABS 650W 80+ Gold
Case: ABS Orkan mATX Gaming Case Obsidian Black
Dimension: 15.91"" x 8.50"" x 14.88""
Wi-Fi: Wi-Fi 6E
Bluetooth: Bluetooth 5.3
